session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S179520,U4032,S045,2024-07-19,3,14.6,Smart TV,HD
S179529,U4032,M023,2024-05-13,15,10.3,Tablet,SD
S179569,U4034,S035,2024-06-10,9,18.5,Tablet,4K
S179580,U4034,M111,2024-07-05,18,19.0,Mobile,HD
S179588,U4034,M181,2024-06-29,17,14.3,Mobile,4K
S179596,U4034,M027,2024-01-12,23,18.2,Desktop,HD
S179613,U4034,M039,2024-01-26,18,17.5,Gaming Console,HD
S179614,U4034,M193,2024-05-17,13,15.0,Tablet,4K
S179675,U4036,S081,2024-08-15,4,17.2,Smart TV,HD
S179684,U4036,S032,2024-02-26,6,18.8,Mobile,HD
S179686,U4036,M081,2024-03-05,20,12.8,Mobile,HD
S179739,U4038,S092,2024-01-18,9,16.3,Smart TV,4K
S179744,U4038,S039,2024-04-08,8,15.7,Mobile,HD
S179770,U4039,M127,2024-06-03,26,14.6,Smart TV,HD
S179828,U4042,S010,2024-01-03,11,21.7,Tablet,HD
S179846,U4042,M168,2024-05-05,23,16.4,Smart TV,HD
S179865,U4042,M050,2024-08-22,20,21.3,Smart TV,HD
S179993,U4045,S007,2024-03-30,8,14.3,Mobile,HD
S179999,U4045,M114,2024-07-27,29,19.3,Mobile,SD
S180083,U4047,M114,2024-01-03,18,12.2,Mobile,4K
S180086,U4047,M045,2024-03-20,20,16.4,Mobile,4K
S180098,U4047,M159,2024-07-22,9,10.2,Mobile,SD
S180100,U4048,M121,2024-05-03,15,10.1,Smart TV,HD
S180125,U4048,S010,2024-03-07,10,20.4,Mobile,HD
S180128,U4048,S022,2024-08-24,7,21.5,Mobile,HD
S180132,U4048,S044,2024-05-27,7,16.5,Smart TV,4K
S180143,U4048,M173,2024-04-28,26,16.3,Tablet,HD
S180273,U4053,S047,2024-03-28,9,16.1,Mobile,SD
S180282,U4053,M102,2024-03-05,29,19.9,Mobile,HD
S180286,U4053,M105,2024-06-11,12,12.1,Smart TV,SD
S180317,U4053,M159,2024-05-18,13,14.0,Smart TV,HD
S180350,U4054,M019,2024-03-13,15,19.2,Gaming Console,4K
S180397,U4055,M101,2024-01-06,31,20.4,Desktop,HD
S180421,U4055,M082,2024-05-05,27,20.0,Mobile,HD
S180426,U4055,M091,2024-05-25,19,15.8,Tablet,HD
S180428,U4055,M140,2024-04-26,12,11.7,Desktop,HD
S180457,U4056,M062,2024-04-26,16,12.3,Tablet,HD
S180460,U4056,S099,2024-01-01,7,19.8,Desktop,SD
S180514,U4057,S041,2024-07-12,7,21.6,Mobile,4K
S180547,U4057,M074,2024-05-09,28,19.2,Desktop,4K
S180551,U4057,S001,2024-01-09,10,21.3,Mobile,HD
S180566,U4058,M003,2024-08-10,21,21.1,Smart TV,4K
S180577,U4058,M140,2024-05-20,22,20.5,Tablet,SD
S180603,U4060,M030,2024-08-16,21,15.1,Desktop,HD
S180606,U4060,M173,2024-06-28,24,14.7,Tablet,HD
S180653,U4061,M142,2024-08-03,28,16.5,Mobile,HD
S180656,U4061,M116,2024-04-27,28,21.1,Smart TV,SD
S180685,U4062,M001,2024-07-12,24,13.5,Mobile,4K
S180689,U4062,M105,2024-07-25,14,14.3,Tablet,4K
S180711,U4062,M168,2024-04-25,21,15.6,Smart TV,HD
S180729,U4063,M138,2024-03-12,28,19.7,Mobile,HD
S180736,U4063,S004,2024-08-12,11,19.2,Smart TV,HD
S180961,U4069,M155,2024-08-11,16,14.5,Mobile,4K
S180962,U4069,S044,2024-07-12,6,14.0,Smart TV,SD
S181509,U4080,M019,2024-01-06,17,20.9,Smart TV,4K
S181535,U4080,M146,2024-05-14,13,16.2,Mobile,HD
S181649,U4083,M084,2024-07-03,19,14.1,Smart TV,4K
S181682,U4084,M125,2024-04-26,27,17.0,Smart TV,HD
S181715,U4085,M006,2024-04-13,32,21.0,Mobile,HD
S181717,U4085,M160,2024-06-06,29,18.2,Smart TV,4K
S181726,U4085,M130,2024-05-11,20,15.2,Mobile,SD
S181730,U4085,M181,2024-06-02,25,20.6,Mobile,HD
S181753,U4086,M115,2024-04-27,17,20.9,Mobile,HD
S181919,U4089,M148,2024-06-29,24,15.6,Smart TV,HD
S181922,U4089,M115,2024-06-04,16,20.0,Mobile,SD
S181937,U4090,M065,2024-08-01,11,11.2,Smart TV,HD
S181969,U4090,M193,2024-05-01,16,18.1,Smart TV,HD
S181970,U4090,M193,2024-06-13,11,13.0,Mobile,HD
S182140,U4094,M074,2024-07-10,28,19.6,Mobile,SD
S182143,U4094,M171,2024-01-22,18,12.9,Smart TV,4K
S182196,U4096,S060,2024-03-13,6,15.3,Tablet,4K
S182206,U4096,M160,2024-05-24,31,19.4,Mobile,SD
S182211,U4096,M083,2024-01-07,17,15.5,Smart TV,HD
S182294,U4098,S041,2024-01-16,4,12.9,Mobile,SD
S182304,U4098,M188,2024-01-17,22,19.8,Mobile,HD
S182312,U4098,M102,2024-02-06,25,17.0,Smart TV,4K
S182377,U4099,M168,2024-03-20,25,18.1,Desktop,HD
S182397,U4099,S091,2024-01-27,3,13.2,Tablet,HD
S182403,U4099,M122,2024-04-15,18,11.6,Mobile,4K
S182404,U4099,M104,2024-08-07,14,13.4,Mobile,SD
S182408,U4099,M029,2024-06-13,18,14.9,Desktop,SD
S182549,U4102,S056,2024-03-08,10,18.2,Mobile,HD
S182566,U4102,M177,2024-04-19,35,21.5,Desktop,HD
S182589,U4103,M020,2024-06-21,19,18.2,Mobile,SD
S182590,U4103,M040,2024-01-17,26,15.6,Smart TV,SD
S182706,U4106,M091,2024-04-06,22,18.3,Smart TV,HD
S182713,U4107,M113,2024-05-24,35,20.4,Smart TV,HD
S182747,U4107,M187,2024-02-17,23,15.3,Tablet,4K
S182755,U4107,M123,2024-03-04,23,20.2,Smart TV,HD
S182756,U4107,M197,2024-08-17,33,21.2,Mobile,SD
S182796,U4109,S097,2024-02-22,5,14.8,Tablet,HD
S182809,U4109,S018,2024-02-12,3,10.6,Desktop,SD
S182836,U4109,M173,2024-04-04,29,17.7,Smart TV,HD
S182843,U4109,S088,2024-07-24,8,14.9,Smart TV,HD
S182876,U4111,M101,2024-04-20,23,15.3,Smart TV,SD
S182879,U4112,M094,2024-06-06,24,14.3,Desktop,SD
S182955,U4114,M092,2024-03-19,26,18.4,Mobile,SD
S182956,U4114,M166,2024-06-05,31,20.3,Tablet,4K
S182960,U4114,M026,2024-08-25,24,15.2,Tablet,SD
S182962,U4114,M049,2024-08-11,21,17.3,Smart TV,4K
S183080,U4117,M197,2024-06-25,18,12.1,Desktop,SD
S183145,U4119,M072,2024-08-10,16,13.6,Tablet,4K
S183156,U4119,S028,2024-05-16,6,13.7,Desktop,HD
S183168,U4119,S060,2024-07-23,7,17.6,Mobile,HD
S183175,U4119,S055,2024-01-23,8,13.6,Mobile,HD
S183205,U4120,M108,2024-07-25,19,17.2,Tablet,SD
S183261,U4122,S100,2024-01-15,5,13.9,Desktop,HD
S183390,U4126,M184,2024-06-17,9,11.3,Smart TV,HD
S183518,U4129,M088,2024-05-13,23,15.8,Desktop,4K
S183529,U4129,M040,2024-02-20,32,18.8,Desktop,HD
S183567,U4130,S088,2024-07-30,6,11.8,Smart TV,HD
S183572,U4130,M001,2024-05-24,25,14.3,Desktop,HD
S183577,U4130,M004,2024-06-27,18,13.0,Smart TV,4K
S183584,U4130,M123,2024-04-02,21,18.5,Mobile,HD
S183848,U4136,M036,2024-05-19,17,17.4,Smart TV,SD
S183852,U4136,S003,2024-03-05,7,18.1,Tablet,HD
S183856,U4136,S068,2024-05-21,4,16.8,Mobile,SD
S183885,U4136,M151,2024-04-08,19,13.0,Smart TV,HD
S183902,U4136,S044,2024-01-21,6,13.1,Tablet,HD
S183914,U4137,S039,2024-01-23,8,17.1,Tablet,HD
S183919,U4137,S091,2024-03-04,5,18.9,Desktop,4K
S183943,U4138,M104,2024-07-06,23,21.7,Mobile,HD
S183970,U4138,M102,2024-03-30,24,16.5,Desktop,HD
S183972,U4138,M010,2024-06-05,33,19.4,Desktop,HD
S183983,U4139,M007,2024-05-28,22,16.3,Gaming Console,HD
S183984,U4139,M122,2024-04-17,19,12.5,Gaming Console,4K
S183988,U4139,S007,2024-04-28,10,18.3,Mobile,SD
S184012,U4139,S016,2024-07-05,9,17.0,Desktop,SD
S184032,U4139,M146,2024-08-11,13,16.2,Smart TV,SD
S184077,U4140,M149,2024-08-14,25,21.6,Mobile,HD
S184129,U4142,M192,2024-07-17,22,16.1,Mobile,HD
S184145,U4143,M124,2024-08-22,25,16.9,Mobile,HD
S184164,U4143,S016,2024-06-28,6,12.5,Tablet,4K
S184187,U4143,S089,2024-08-05,6,16.5,Tablet,HD
S184197,U4144,M086,2024-01-10,21,16.5,Tablet,SD
S184235,U4145,M076,2024-03-22,24,14.8,Mobile,SD
S184252,U4145,S096,2024-08-07,9,16.5,Gaming Console,HD
S184618,U4152,M181,2024-05-08,25,20.0,Desktop,4K
S184628,U4152,M150,2024-01-09,12,10.5,Desktop,SD
S184634,U4153,S019,2024-01-05,8,21.3,Smart TV,HD
S184667,U4153,M177,2024-02-23,25,15.2,Mobile,SD
S184668,U4153,M140,2024-04-29,16,14.9,Mobile,HD
S184674,U4153,M188,2024-04-20,14,13.1,Desktop,4K
S184679,U4153,S076,2024-01-24,8,16.5,Gaming Console,SD
S184694,U4154,S091,2024-02-12,5,20.3,Mobile,HD
S184706,U4154,M004,2024-07-09,24,17.0,Mobile,4K
S184707,U4154,S076,2024-01-01,9,18.8,Smart TV,SD
S184774,U4156,M152,2024-07-19,22,14.9,Smart TV,HD
S184803,U4156,M155,2024-07-22,25,21.6,Desktop,HD
S184866,U4158,M115,2024-02-11,15,18.9,Smart TV,SD
S184917,U4158,M107,2024-06-07,13,15.1,Smart TV,HD
S184918,U4158,S036,2024-08-07,4,12.4,Smart TV,HD
S184974,U4160,M027,2024-02-17,20,16.3,Smart TV,SD
S184978,U4160,S010,2024-05-24,10,21.4,Mobile,4K
S184984,U4160,M183,2024-05-21,12,14.0,Smart TV,HD
S184985,U4160,M199,2024-01-20,27,15.6,Tablet,4K
S185005,U4161,M042,2024-01-20,23,14.3,Smart TV,4K
S185079,U4163,S043,2024-03-19,3,11.2,Mobile,HD
S185101,U4164,M047,2024-01-10,12,10.1,Tablet,SD
S185104,U4164,S003,2024-07-27,7,16.1,Tablet,HD
S185231,U4166,M151,2024-03-07,30,20.7,Mobile,HD
S185235,U4166,S099,2024-02-25,5,14.1,Mobile,HD
S185244,U4166,M006,2024-07-21,24,15.6,Mobile,HD
S185245,U4166,S062,2024-04-23,7,13.2,Mobile,HD
S185268,U4166,M035,2024-04-20,20,18.1,Smart TV,4K
S185682,U4173,M131,2024-02-22,30,17.0,Smart TV,4K
S185694,U4173,S021,2024-06-12,7,17.2,Mobile,SD
S185697,U4173,M196,2024-07-14,14,14.5,Desktop,4K
S185707,U4174,M124,2024-05-12,30,20.0,Smart TV,SD
S185715,U4174,M194,2024-01-16,21,20.5,Mobile,HD
S185722,U4174,M180,2024-05-03,21,13.3,Desktop,HD
S185733,U4175,M114,2024-04-05,21,13.7,Mobile,HD
S185735,U4175,M027,2024-06-26,18,14.1,Smart TV,HD
S185740,U4175,S043,2024-01-05,6,17.9,Desktop,SD
S185756,U4175,M166,2024-04-05,23,15.3,Smart TV,HD
S185868,U4178,S041,2024-03-12,4,11.9,Mobile,HD
S185950,U4182,S076,2024-06-25,5,11.1,Smart TV,4K
S185991,U4184,S065,2024-06-12,6,13.8,Smart TV,HD
S185992,U4184,S020,2024-08-28,4,13.0,Gaming Console,HD
S186008,U4184,S053,2024-03-26,4,10.6,Desktop,4K
S186024,U4184,S097,2024-06-16,8,21.1,Smart TV,4K
S186031,U4184,M044,2024-03-18,19,14.9,Tablet,SD
S186036,U4184,S094,2024-06-04,6,13.8,Desktop,HD
S186077,U4185,M015,2024-05-27,17,10.1,Tablet,4K
S186102,U4186,M188,2024-02-16,13,11.6,Mobile,SD
S186126,U4186,S046,2024-07-30,2,14.1,Mobile,HD
S186150,U4187,M183,2024-04-04,17,20.6,Mobile,HD
S186156,U4187,M116,2024-05-13,20,15.0,Tablet,4K
S186157,U4187,M092,2024-04-03,22,15.3,Smart TV,HD
S186167,U4187,M135,2024-08-05,18,10.7,Tablet,HD
S186169,U4187,M128,2024-07-23,22,16.0,Mobile,HD
S186171,U4187,M179,2024-08-07,22,13.1,Mobile,HD
S186186,U4188,M101,2024-03-24,30,20.1,Mobile,HD
S186206,U4188,M016,2024-07-22,19,20.6,Tablet,HD
S186520,U4195,M192,2024-02-26,20,14.7,Smart TV,4K
S186645,U4198,S089,2024-01-10,8,21.1,Tablet,HD
S186682,U4198,S017,2024-04-09,5,13.2,Mobile,4K
S186685,U4198,S028,2024-07-16,8,20.0,Desktop,4K
S186706,U4199,S015,2024-06-25,3,10.3,Desktop,4K
S186811,U4201,M138,2024-01-08,14,10.1,Mobile,HD
S186812,U4201,M168,2024-07-29,22,16.0,Desktop,4K
S186833,U4201,S092,2024-07-21,10,17.5,Tablet,HD
S186839,U4201,S063,2024-06-24,6,13.1,Tablet,SD
S186848,U4201,M163,2024-02-22,17,21.4,Smart TV,HD
S186849,U4201,M185,2024-01-11,28,19.2,Smart TV,HD
S186886,U4203,M095,2024-07-10,16,12.5,Desktop,HD
S186905,U4203,S096,2024-07-29,9,16.6,Tablet,HD
S186910,U4203,M148,2024-01-14,22,14.0,Smart TV,HD
S186914,U4203,M016,2024-03-29,14,14.8,Smart TV,4K
S186917,U4203,S094,2024-06-14,9,20.9,Smart TV,HD
S186933,U4204,S088,2024-07-24,8,15.4,Smart TV,HD
S186962,U4204,S053,2024-03-01,9,20.9,Mobile,HD
S186966,U4204,S043,2024-07-31,4,13.7,Mobile,HD
S187025,U4206,M101,2024-07-05,30,20.4,Mobile,HD
S187031,U4206,M026,2024-02-05,24,15.1,Mobile,HD
S187038,U4206,S041,2024-05-10,4,12.8,Mobile,HD
S187135,U4208,S004,2024-08-12,6,10.6,Desktop,4K
S187143,U4208,M062,2024-08-10,23,17.2,Smart TV,4K
S187375,U4213,M181,2024-08-07,16,13.3,Smart TV,4K
S187428,U4215,M078,2024-05-31,28,18.5,Mobile,SD
S187525,U4218,M003,2024-01-20,15,15.7,Mobile,SD
S187601,U4221,M076,2024-06-21,17,10.5,Smart TV,4K
S187605,U4221,S055,2024-07-26,8,15.2,Smart TV,HD
S187614,U4221,S045,2024-05-05,3,14.2,Smart TV,HD
S187629,U4221,M148,2024-07-09,27,17.2,Mobile,HD
S187645,U4221,M187,2024-06-30,33,21.5,Gaming Console,4K
S187838,U4224,S004,2024-06-05,9,17.2,Smart TV,HD
S187866,U4225,M166,2024-06-28,28,18.1,Tablet,4K
S187889,U4225,S041,2024-01-12,5,17.6,Smart TV,HD
S187891,U4225,M089,2024-02-07,20,18.8,Smart TV,HD
S187893,U4225,S081,2024-08-01,6,21.6,Tablet,HD
S187909,U4225,M100,2024-07-16,17,12.3,Mobile,SD
S187993,U4227,M143,2024-08-27,31,20.8,Mobile,SD
S188010,U4227,M184,2024-06-28,16,20.0,Smart TV,SD
S188079,U4229,S043,2024-02-16,6,19.9,Tablet,4K
S188083,U4229,M091,2024-06-25,12,10.1,Mobile,HD
S188118,U4229,S003,2024-05-15,8,20.0,Mobile,SD
S188119,U4229,M033,2024-03-07,24,20.2,Mobile,HD
S188176,U4231,S073,2024-05-15,5,10.7,Mobile,HD
S188252,U4233,M016,2024-06-23,15,16.3,Desktop,SD
S188288,U4234,M113,2024-05-02,28,16.6,Mobile,HD
S188305,U4235,M180,2024-05-06,26,16.0,Smart TV,HD
S188307,U4235,S018,2024-07-15,6,17.8,Mobile,4K
S188417,U4237,M059,2024-05-30,18,12.6,Smart TV,HD
S188425,U4237,S100,2024-05-17,6,15.8,Smart TV,4K
S188427,U4237,M169,2024-07-30,22,14.4,Smart TV,4K
S188744,U4243,S060,2024-01-12,8,19.5,Tablet,4K
S188768,U4244,M084,2024-08-19,25,18.1,Mobile,HD
S188852,U4245,M124,2024-08-27,25,16.6,Tablet,4K
S188884,U4245,S043,2024-06-24,4,13.8,Smart TV,HD
S188926,U4246,S099,2024-07-17,6,16.4,Mobile,HD
S188956,U4246,M159,2024-07-07,19,20.4,Smart TV,4K
S189016,U4248,M100,2024-01-01,30,21.1,Gaming Console,SD
S189062,U4249,S024,2024-01-14,9,19.9,Mobile,HD
S189065,U4249,M173,2024-03-11,28,17.4,Smart TV,4K
S189066,U4249,S088,2024-04-22,8,14.4,Desktop,SD
S189069,U4249,M104,2024-02-14,11,10.7,Tablet,HD
S189076,U4249,M089,2024-03-21,21,20.1,Mobile,HD
S189087,U4249,S061,2024-07-07,7,15.9,Tablet,SD
S189093,U4249,M144,2024-03-18,18,16.5,Mobile,HD
S189180,U4251,M149,2024-01-03,15,12.7,Smart TV,HD
S189196,U4251,M091,2024-08-31,26,21.7,Mobile,HD
S189275,U4254,M109,2024-03-04,21,15.0,Mobile,HD
S189286,U4254,M122,2024-04-29,29,18.9,Smart TV,SD
S189306,U4255,S080,2024-04-09,6,17.9,Smart TV,HD
S189311,U4255,M053,2024-04-19,27,17.0,Gaming Console,4K
S189331,U4255,M122,2024-01-03,26,16.9,Mobile,SD
S189361,U4256,M165,2024-05-07,15,10.4,Mobile,SD
S189363,U4256,M065,2024-06-24,11,11.3,Smart TV,4K
S189366,U4256,S010,2024-08-15,8,15.9,Mobile,SD
S189369,U4256,M046,2024-07-13,28,19.7,Smart TV,HD
S189371,U4256,M114,2024-03-25,25,16.4,Tablet,SD
S189393,U4256,M029,2024-03-06,16,13.8,Tablet,4K
S189403,U4257,M187,2024-08-01,23,15.2,Gaming Console,SD
S189404,U4257,S022,2024-03-15,6,18.7,Smart TV,4K
S189453,U4258,S072,2024-06-04,2,12.8,Mobile,SD
S189462,U4258,M152,2024-07-13,26,17.1,Desktop,HD
S189465,U4258,M035,2024-03-20,19,17.4,Tablet,4K
S189502,U4258,M105,2024-08-27,13,12.8,Mobile,HD
S189549,U4260,S022,2024-06-12,7,19.0,Mobile,HD
S189761,U4264,S001,2024-07-20,9,19.0,Mobile,SD
S189782,U4265,M062,2024-01-10,15,11.6,Mobile,SD
S189783,U4265,M117,2024-01-29,33,19.7,Tablet,HD
S189789,U4265,S023,2024-05-29,5,14.6,Smart TV,HD
S189805,U4266,S087,2024-04-17,7,13.5,Smart TV,HD
S189815,U4267,M155,2024-08-28,13,11.4,Smart TV,HD
S189975,U4270,M158,2024-07-04,37,21.7,Smart TV,4K
S189978,U4270,M101,2024-04-28,22,14.7,Mobile,HD
S189983,U4271,M197,2024-03-22,22,14.3,Desktop,HD
S189987,U4271,M073,2024-06-27,15,10.9,Mobile,HD
S190131,U4275,M113,2024-06-19,31,18.1,Gaming Console,HD
S190134,U4275,M156,2024-05-15,22,12.6,Mobile,HD
S190166,U4276,M057,2024-05-15,23,16.1,Desktop,HD
S190195,U4277,M101,2024-06-25,26,17.4,Desktop,4K
S190202,U4277,M124,2024-04-04,21,14.5,Desktop,HD
S190208,U4277,M165,2024-05-27,28,18.9,Smart TV,HD
S190217,U4277,M186,2024-02-13,17,11.4,Mobile,HD
S190218,U4277,M099,2024-03-04,19,12.3,Desktop,HD
S190225,U4278,S036,2024-07-10,4,11.8,Tablet,4K
S190240,U4278,M170,2024-06-18,22,17.7,Smart TV,HD
S190253,U4278,M173,2024-01-05,20,12.7,Mobile,SD
S190262,U4278,M105,2024-05-06,18,18.1,Desktop,HD
S190282,U4279,S004,2024-08-14,7,13.2,Desktop,4K
S190286,U4279,M046,2024-02-12,18,12.9,Smart TV,HD
S190297,U4279,M093,2024-03-19,18,20.8,Desktop,4K
S190305,U4279,M099,2024-04-22,29,18.4,Smart TV,HD
S190340,U4280,M158,2024-07-02,22,12.9,Desktop,HD
S190349,U4280,M189,2024-08-31,15,17.3,Mobile,SD
S190636,U4286,S018,2024-02-23,6,18.1,Mobile,SD
S190682,U4288,M158,2024-05-12,27,16.2,Tablet,4K
S190691,U4288,M037,2024-06-23,18,20.3,Desktop,4K
S190694,U4288,M161,2024-01-07,22,21.1,Tablet,4K
S190696,U4288,S001,2024-02-08,9,18.7,Mobile,4K
S190698,U4289,M004,2024-08-20,21,14.8,Desktop,HD
S190709,U4289,S013,2024-06-28,9,18.9,Smart TV,SD
S190711,U4289,M155,2024-05-23,24,21.3,Smart TV,HD
S190721,U4289,S006,2024-05-27,4,13.8,Smart TV,4K
S190786,U4291,S087,2024-06-02,8,14.8,Mobile,HD
S190789,U4291,S087,2024-01-30,11,20.6,Tablet,HD
S190797,U4291,S047,2024-08-20,10,18.2,Smart TV,4K
S190800,U4291,M006,2024-02-10,24,15.6,Tablet,4K
S190812,U4291,M026,2024-03-08,18,11.2,Mobile,SD
S190813,U4291,M161,2024-06-11,15,14.9,Mobile,HD
S190816,U4291,M106,2024-06-06,10,10.9,Tablet,SD
S190819,U4291,M011,2024-08-16,11,14.2,Tablet,HD
S191055,U4297,M165,2024-05-06,17,11.4,Mobile,4K
S191130,U4299,M062,2024-05-13,17,13.2,Desktop,4K
S191142,U4299,M144,2024-02-10,23,21.5,Smart TV,HD
S191215,U4301,M183,2024-05-16,18,20.8,Smart TV,4K
S191223,U4301,M088,2024-06-06,16,11.6,Smart TV,4K
S191329,U4303,S076,2024-01-10,7,15.9,Desktop,HD
S191369,U4303,S084,2024-06-27,6,12.4,Gaming Console,HD
S191371,U4303,S036,2024-01-28,4,14.2,Gaming Console,HD
S191385,U4304,M172,2024-02-13,17,12.7,Desktop,4K
S191414,U4304,S072,2024-05-23,2,10.0,Mobile,SD
S191570,U4307,M027,2024-06-26,14,11.3,Smart TV,HD
S191660,U4309,M089,2024-08-23,15,14.6,Desktop,SD
S191671,U4309,M148,2024-07-15,21,13.7,Mobile,HD
S191716,U4309,M094,2024-01-11,26,15.2,Desktop,HD
S191977,U4314,M123,2024-02-10,24,21.0,Mobile,SD
S192024,U4315,S046,2024-05-03,4,19.4,Mobile,SD
S192025,U4315,M115,2024-06-07,17,21.1,Mobile,SD
S192028,U4315,M173,2024-02-23,21,12.9,Mobile,HD
S192082,U4316,S097,2024-03-21,7,18.3,Smart TV,HD
S192107,U4318,M123,2024-03-27,24,20.7,Mobile,SD
S192169,U4320,S091,2024-02-28,3,13.2,Mobile,HD
S192213,U4321,S006,2024-02-27,3,12.0,Tablet,4K
S192216,U4321,S029,2024-02-23,7,17.0,Smart TV,SD
S192221,U4321,S049,2024-02-06,5,15.2,Smart TV,HD
S192317,U4323,M161,2024-05-24,16,16.1,Mobile,HD
S192369,U4325,M158,2024-02-02,34,20.2,Mobile,HD
S192383,U4325,S084,2024-04-25,10,19.0,Smart TV,HD
S192390,U4325,M108,2024-05-23,14,13.0,Mobile,HD
S192582,U4329,S045,2024-07-23,4,20.6,Mobile,HD
S192633,U4330,M150,2024-06-08,16,13.5,Gaming Console,4K
S192699,U4331,S044,2024-07-24,8,18.3,Smart TV,HD
S192739,U4333,M163,2024-05-25,13,15.6,Gaming Console,SD
S192740,U4333,S095,2024-08-09,4,13.0,Mobile,HD
S192815,U4334,M001,2024-02-03,24,13.8,Tablet,SD
S193057,U4339,M044,2024-02-08,17,13.0,Tablet,4K
S193073,U4339,M137,2024-04-26,23,19.1,Smart TV,HD
S193076,U4339,M138,2024-08-23,21,14.5,Smart TV,HD
S193080,U4339,M010,2024-05-31,26,15.4,Tablet,HD
S193081,U4339,S060,2024-07-09,5,13.0,Smart TV,HD
S193083,U4339,S019,2024-05-03,8,20.9,Smart TV,SD
S193174,U4341,S095,2024-08-05,5,16.9,Smart TV,4K
S193237,U4343,M008,2024-07-16,33,21.3,Smart TV,HD
S193240,U4343,M104,2024-06-12,14,13.2,Desktop,HD
S193247,U4343,M073,2024-08-01,14,10.4,Tablet,HD
S193251,U4343,M199,2024-08-01,20,12.0,Mobile,4K
S193267,U4343,S015,2024-05-21,3,12.8,Mobile,HD
S193269,U4343,M130,2024-04-22,24,17.6,Tablet,HD
S193274,U4343,M183,2024-07-12,12,14.8,Desktop,4K
S193285,U4343,S023,2024-02-19,8,21.5,Mobile,4K
S193293,U4344,M154,2024-02-01,15,19.1,Mobile,SD
S193321,U4344,M007,2024-02-01,19,14.5,Smart TV,HD
S193342,U4344,M042,2024-04-10,20,12.7,Desktop,HD
S193346,U4345,S039,2024-05-09,5,10.1,Desktop,4K
S193347,U4345,M168,2024-04-28,25,18.1,Smart TV,4K
S193351,U4345,M136,2024-02-20,15,15.5,Desktop,HD
S193369,U4345,M125,2024-05-18,33,20.6,Mobile,HD
S193396,U4345,M007,2024-02-21,20,15.1,Tablet,HD
S193605,U4351,S044,2024-03-20,7,15.8,Mobile,HD
S193618,U4351,M086,2024-02-12,17,13.3,Mobile,4K
S193628,U4351,S046,2024-05-09,3,18.8,Gaming Console,SD
S193720,U4354,S036,2024-01-10,4,14.0,Desktop,HD
S193730,U4354,M110,2024-04-10,18,14.5,Tablet,4K
S193754,U4356,S045,2024-03-25,3,13.0,Mobile,HD
S193822,U4357,M001,2024-06-20,35,20.0,Desktop,HD
S193843,U4358,S018,2024-03-20,5,15.9,Mobile,HD
S193969,U4361,M161,2024-06-16,21,20.8,Mobile,HD
S194342,U4367,S001,2024-06-30,9,18.5,Tablet,HD
S194363,U4368,S054,2024-01-24,10,19.8,Tablet,HD
S194364,U4368,M094,2024-02-26,24,14.0,Smart TV,HD
S194369,U4368,S028,2024-01-19,4,10.5,Smart TV,4K
S194443,U4370,S096,2024-08-30,11,19.5,Mobile,HD
S194489,U4371,M135,2024-01-24,29,17.0,Gaming Console,HD
S194498,U4371,M194,2024-03-03,14,13.3,Mobile,4K
S194501,U4371,M088,2024-03-26,17,11.7,Tablet,4K
S194526,U4372,M130,2024-01-10,26,19.6,Mobile,SD
S194553,U4372,M131,2024-04-15,34,19.7,Mobile,HD
S194675,U4374,S045,2024-04-03,3,13.8,Tablet,HD
S194678,U4374,S028,2024-06-20,8,18.0,Gaming Console,SD
S194692,U4375,M006,2024-03-07,23,15.0,Smart TV,HD
S194792,U4380,S052,2024-03-11,9,16.8,Tablet,SD
S195043,U4385,M094,2024-05-26,36,21.3,Tablet,HD
S195061,U4385,M072,2024-02-19,25,20.7,Tablet,HD
S195353,U4390,M106,2024-07-13,13,14.4,Mobile,SD
S195371,U4390,S009,2024-04-07,7,19.4,Tablet,HD
S195375,U4390,S047,2024-06-22,9,16.5,Smart TV,HD
S195376,U4390,M045,2024-03-31,18,15.0,Desktop,HD
S195391,U4390,S052,2024-01-18,5,10.9,Tablet,HD
S195396,U4390,M078,2024-07-10,28,18.1,Desktop,HD
S195404,U4391,S018,2024-08-16,4,11.0,Tablet,4K
S195434,U4391,M123,2024-04-02,15,12.8,Smart TV,4K
S195513,U4393,S084,2024-05-15,7,13.4,Mobile,4K
S195523,U4393,M069,2024-08-14,14,12.0,Desktop,4K
S195533,U4393,M065,2024-05-16,18,18.0,Mobile,SD
S195549,U4393,M114,2024-06-04,17,11.4,Mobile,HD
S195647,U4396,S045,2024-02-23,4,20.7,Mobile,4K
S195717,U4398,M091,2024-07-30,18,14.9,Smart TV,4K
S195729,U4398,S008,2024-06-30,5,20.4,Mobile,HD
S195733,U4398,M074,2024-04-17,28,19.2,Smart TV,4K
S195734,U4398,M123,2024-06-18,19,16.4,Gaming Console,HD
S195740,U4398,M084,2024-03-05,27,19.5,Mobile,SD
S195744,U4398,M135,2024-02-19,20,12.2,Smart TV,4K
S195758,U4398,S024,2024-07-25,8,18.7,Gaming Console,HD
S195765,U4398,S080,2024-08-08,4,12.7,Desktop,HD
S195887,U4402,M177,2024-02-29,24,14.7,Mobile,SD
S195959,U4404,M047,2024-02-20,14,12.2,Tablet,4K
S195974,U4405,S001,2024-05-08,9,18.3,Mobile,HD
